idx,entity_id,entity_name,cohort,model_id,model_family,is_refusal,gemini_cov,gemini_acc,gemini_score,claude_cov,claude_acc,claude_score,gpt5_cov,gpt5_acc,gpt5_score,response_excerpt
300,oa_author_mat_cook,Mat Cook,long_tail_researcher_openalex,glm-4.7-think,glm,0,0.8,1.0,0.8,0.7,0.7,0.7,0.75,0.9,0.825,"Mat Cook is a researcher based at Microsoft Research Cambridge in the United Kingdom. He is best known for his significant contributions to the field of computer vision, particularly in human pose estimation. His most notable work is as a co-author of the seminal 2011 paper, ""Real-time Human Pose Re"
301,oa_author_yue_huang,Yue Huang,long_tail_researcher_openalex,glm-4-32b,glm,0,0.7,1.0,0.7,0.7,0.9,0.8,0.65,0.8,0.7250000000000001,"Yue Huang is an academic researcher specializing in Image Enhancement Techniques at Xiamen University. With approximately 13,085 total citations and an h-index of 47, he is recognized for his significant contributions to the field. His research likely focuses on improving image quality through advan"
302,oa_author_nezih_tolga_yardimci,Nezih Tolga Yardimci,long_tail_researcher_openalex,gemma-3-12b,gemma3,0,0.7,1.0,0.7,0.7,0.7,0.7,0.75,0.7,0.725,"Nezih Tolga Yardimci is a researcher affiliated with the California NanoSystems Institute (CNSI) at UCLA, specializing in neural networks and reservoir computing. His work focuses on exploring novel hardware implementations and theoretical foundations of these computational paradigms, particularly l"
303,oa_author_manuel_endres,Manuel Endres,long_tail_researcher_openalex,kimi-k2,kimi,0,0.8,1.0,0.8,0.4,0.4,0.4,0.35,0.55,0.45,"Manuel Endres is an experimental physicist known for work on quantum-gas microscopy and many-body physics in optical lattices. After a PhD at LMU Munich (2013) and post-docs at MPQ and Caltech, he joined Harvard as Professor of Physics in 2021. Using quantum-gas microscopes, his group has imaged sin"
304,oa_author_ying_yan,Ying Yan,long_tail_researcher_openalex,ernie-4.5-300b-a47b,ernie,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.7,0.85,0.7749999999999999,"Ying Yan is recognized as an academic researcher in Advanced MIMO (Multiple-Input Multiple-Output) Systems Optimization at the Technical University of Denmark (DTU). Their work focuses on optimizing wireless communication systems, particularly leveraging MIMO technologies to enhance performance metr"
305,oa_author_deb_roy,Deb Roy,long_tail_researcher_openalex,phi-4,phi,0,0.7,1.0,0.7,0.7,0.7,0.7,0.7,0.9,0.8,"Deb Roy is a prominent academic researcher known for his work in the field of misinformation and its impacts. He is associated with the Massachusetts Institute of Technology (MIT), where he conducts research on how information is communicated and processed in society. roy's work encompasses the stud"
306,oa_author_stefan_morana,Stefan Morana,long_tail_researcher_openalex,kimi-k2,kimi,0,0.9,1.0,0.9,0.85,0.85,0.85,0.7,0.75,0.725,"Stefan Morana is a post-doctoral researcher at the Karlsruhe Institute of Technology (KIT), Institute of Information Systems & Marketing. His work focuses on human-computer interaction, AI-based service systems, chatbots, voice assistants, and digital nudging. Key publications appear in Journal of S"
307,oa_author_alexander_s__ecker,Alexander S. Ecker,long_tail_researcher_openalex,glm-4-32b,glm,0,0.7,1.0,0.7,0.7,0.85,0.7749999999999999,0.7,0.85,0.7749999999999999,"Alexander S. Ecker is an academic researcher at the University of Tübingen, specializing in Generative Adversarial Networks (GANs) and image synthesis. He has made significant contributions to the field, focusing on improving the stability and quality of GANs for generating realistic images. With ap"
308,oa_author_iryna_gurevych,Iryna Gurevych,long_tail_researcher_openalex,llama-3.3-70b,llama,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.7,0.85,0.7749999999999999,"Iryna Gurevych is a recognized academic researcher in the field of Natural Language Processing (NLP), specifically in Topic Modeling. She is affiliated with the Technical University of Darmstadt. With a significant number of citations (approximately 26,659) and a high h-index (65), she is considered"
309,oa_author_aboulnasr_hassanien,Aboulnasr Hassanien,long_tail_researcher_openalex,qwen3.5-397b-a17b-think,qwen3.5,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.65,0.85,0.75,"Aboulnasr Hassanien is an academic researcher affiliated with Villanova University, specializing in radar systems and signal processing. Based at the Center for Advanced Communications and Technology, his work primarily focuses on multiple-input multiple-output (MIMO) radar, phased array technologie"
310,oa_author_mingzhe_chen,Mingzhe Chen,long_tail_researcher_openalex,deepseek-v4-pro-think,deepseek,0,0.85,1.0,0.85,0.85,0.85,0.85,0.7,0.7,0.7,"Mingzhe Chen is an Assistant Professor in the Department of Electrical and Computer Engineering at Princeton University. His research lies at the intersection of machine learning, edge computing, and wireless communications, with a strong emphasis on privacy-preserving technologies. He is particular"
311,oa_author_marcos_dias_de_assuno,Marcos Dias de Assunção,long_tail_researcher_openalex,llama-3.2-1b,llama,0,0.4,0.5,0.2,0.4,0.4,0.4,0.4,0.45,0.42500000000000004,"Marcos Dias de Assunção is a Brazilian academic researcher in the field of Cloud Computing and Resource Management. He is currently a professor at the École Normale Supérieure de Lyon, a prestigious French institution for higher education. His research focuses on cloud computing, data management, an"
312,oa_author_raghunathan_ramakrishnan,Raghunathan Ramakrishnan,long_tail_researcher_openalex,claude-opus-4.6-think,claude,0,0.8,1.0,0.8,0.5,0.7,0.6,0.45,0.85,0.65,"# Raghunathan Ramakrishnan  Raghunathan Ramakrishnan is a computational chemist known for his work at the intersection of quantum chemistry, chemical thermodynamics, molecular structure, and machine learning. While at the University of Basel, he worked in the group of O. Anatole von Lilienfeld, cont"
313,oa_author_maxim_b__freidin,Maxim B. Freidin,long_tail_researcher_openalex,deepseek-v3.2-think,deepseek,0,0.8,1.0,0.8,0.7,0.7,0.7,0.7,0.75,0.725,"Maxim B. Freidin is a recognized academic researcher at King's College London. He serves as a Lead Data Scientist on the large-scale ZOE COVID Study, which has been pivotal in understanding the virus's symptomatology and long-term effects. His work, often published in top-tier journals like *Nature "
314,oa_author_glenn_r__guntenspergen,Glenn R. Guntenspergen,long_tail_researcher_openalex,deepseek-v3.2-think,deepseek,0,0.7,1.0,0.7,0.7,1.0,0.85,0.75,0.9,0.825,"Glenn R. Guntenspergen is a well-known research ecologist with the U.S. Geological Survey. His expertise lies in applying advanced statistical methods, including Bayesian modeling and causal inference, to critical ecological problems. His work primarily focuses on wetland ecosystems, studying the im"
315,oa_author_todd_e__humphreys,Todd E. Humphreys,long_tail_researcher_openalex,minimax-m2.7-think,minimax,0,0.9,1.0,0.9,0.7,0.85,0.7749999999999999,0.6,0.75,0.675,"Todd E. Humphreys is a professor in the Department of Electrical and Computer Engineering at the University of Texas at Austin, where he leads the Secure Navigation and Timing Group. His research focuses on the security and resilience of Global Navigation Satellite Systems (GNSS), including GPS‑spoo"
316,oa_author_ariel_ekblaw,Ariel Ekblaw,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.7,0.7,0.7,0.78,0.95,0.865,"Ariel Ekblaw is an interdisciplinary researcher and director at the Massachusetts Institute of Technology (MIT), where she founded and led the MIT Space Exploration Initiative. While widely known for her work in space architecture and self-assembling space structures, her academic foundation is deep"
317,oa_author_mark_assink,Mark Assink,long_tail_researcher_openalex,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.1,0.4,0.25,0.0,0.0,0.0,"I couldn't find any information on a researcher named Mark Assink with the given credentials. It's possible that Mark Assink is a private individual or a researcher who is not publicly well-known. Alternatively, the information provided may be incorrect or outdated.  However, I can suggest some poss"
318,oa_author_jeremy_gray,Jeremy Gray,long_tail_researcher_openalex,phi-4,phi,0,0.0,0.0,0.0,0.1,0.4,0.25,0.0,0.0,0.0,"As of my last update, I do not have specific information on an academic researcher named Jeremy Gray in the field of neural dynamics and brain function with the citation and h-index statistics you provided. This name could refer to various individuals in academia, making it challenging to identify a"
319,oa_author_pengfei_chen,Pengfei Chen,long_tail_researcher_openalex,llama-3.3-70b,llama,0,0.7,1.0,0.7,0.6,1.0,0.8,0.65,0.95,0.8,"Pengfei Chen is an academic researcher with expertise in Advanced Neural Network Applications. Based on available data, Pengfei Chen has approximately 2558 total citations and an h-index of 13, indicating a moderate level of research productivity and impact. The h-index suggests that Pengfei Chen ha"
320,oa_author_johan_berg,Johan Åberg,long_tail_researcher_openalex,qwen3-8b-think,qwen3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. While the University of Freiburg is a prominent institution in quantum research, there is no widely recognized academic researcher named Johan Åberg associated with Quantum Information and Cryptography in publicly available databases or literature. The provided citation metrics (2637 total "
321,oa_author_kyoochun_lee,Kyoochun Lee,long_tail_researcher_openalex,mistral-small-24b,mistral,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[ERROR: RateLimitError: Error code: 429 - {'error': {'message': 'Provider returned error', 'code': 429, 'metadata': {'raw': 'mistralai/mistral-small-24b-instruct-2501 is temporarily rate-limited upstream. Please retry shortly, or add your own key to accumulate your rate limits: https://openrouter.ai"
322,oa_author_suash_deb,Suash Deb,long_tail_researcher_openalex,kimi-k2,kimi,0,1.0,1.0,1.0,0.7,0.7,0.7,0.8,0.7,0.75,"Suash Deb is an Indian computer scientist best known for co-introducing the Cuckoo Search algorithm (2009, with Yang & He) and the Raipur Cricket Algorithm. He spent most of his career at the Dept. of Computer Science & Engineering, Cambridge Institute of Technology, Ranchi, India, and later moved t"
323,oa_author_chi_wang,Chi Wang,long_tail_researcher_openalex,qwen3.5-397b-a17b-think,qwen3.5,0,1.0,1.0,1.0,0.5,0.6,0.55,0.4,0.85,0.625,"Chi Wang is a recognized researcher in data mining and complex network analysis, closely associated with the University of Illinois Urbana-Champaign (UIUC). He completed his Ph.D. there under Jiawei Han, specializing in heterogeneous information networks. His work includes influential algorithms lik"
324,oa_author_alexander_hermans,Alexander Hermans,long_tail_researcher_openalex,gemma-3-4b,gemma3,0,0.7,0.7,0.48999999999999994,0.7,0.6,0.6499999999999999,0.65,0.6,0.625,"Okay, here's what I know about Alexander Hermans based on publicly available information:  Alexander Hermans is a researcher at RWTH Aachen University, specializing in Advanced Neural Network Applications. He’s primarily involved in research concerning **representation learning**, particularly focus"
325,oa_author_jun_lan,Jun Lan,long_tail_researcher_openalex,llama-3.3-70b,llama,0,0.7,1.0,0.7,0.6,0.9,0.75,0.6,0.85,0.725,"Jun Lan is a researcher at Tsinghua University, focusing on SARS-CoV-2 and COVID-19. With approximately 10,901 total citations and an h-index of 23, they have a notable presence in the academic community. Their work likely contributes to the understanding of the COVID-19 pandemic, vaccine developmen"
326,oa_author_weinan_zhang,Weinan Zhang,long_tail_researcher_openalex,llama-3.3-70b,llama,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.7,0.85,0.7749999999999999,"Weinan Zhang is a researcher at Shanghai Jiao Tong University, specializing in Generative Adversarial Networks (GANs) and Image Synthesis. With approximately 18,581 total citations and an h-index of 63, he is a prominent figure in the field of computer vision and machine learning. His work focuses o"
327,oa_author_heng_wang,Heng Wang,long_tail_researcher_openalex,gemma-3-4b,gemma3,0,0.7,1.0,0.7,0.7,0.7,0.7,0.75,0.8,0.775,"Heng Wang is a prominent academic researcher specializing in Human Pose and Action Recognition. He’s based at the Institute of Automation, Chinese Academy of Sciences. He’s highly regarded in the field, boasting an impressive citation record of approximately 15,574 citations and an h-index of 20.  H"
328,oa_author_tianyu_gao,Tianyu Gao,long_tail_researcher_openalex,qwen3-8b-think,qwen3,0,0.7,1.0,0.7,0.4,0.7,0.55,0.55,0.75,0.65,"Unknown. While I can confirm that Tianyu Gao is an academic researcher associated with Princeton University and has contributed to the field of Topic Modeling, specific details about their research focus, publications, or institutional role are not well-documented in widely accessible sources. The c"
329,oa_author_alan_edelman,Alan Edelman,long_tail_researcher_openalex,gemini-2.5-pro-think,gemini,0,0.4,1.0,0.4,0.4,0.7,0.55,0.4,0.95,0.675,"Alan Edelman is a Professor of Applied Mathematics at the Massachusetts Institute of Technology (MIT) and a principal investigator at the Computer Science and Artificial Intelligence Laboratory (CSAIL). He is a leading figure in high-performance computing, numerical linear algebra, and random matrix"
330,oa_author_hang_zhang,Hang Zhang,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.7,0.7,0.7,0.75,0.85,0.8,"Hang Zhang is a prominent computer scientist and Applied Scientist at Amazon Web Services (AWS) in Germany, specializing in deep learning and computer vision. He earned his Ph.D. from Rutgers University, where his research focused on efficient neural network architectures and semantic segmentation. "
331,oa_author_thomas_j__whelan,Thomas J. Whelan,long_tail_researcher_openalex,claude-opus-4.6-think,claude,0,0.8,1.0,0.8,0.5,0.7,0.6,0.45,0.9,0.675,"# Thomas J. Whelan  Thomas J. Whelan is a computer scientist and researcher known for his influential work in **dense 3D reconstruction**, **RGB-D SLAM** (Simultaneous Localization and Mapping), and real-time visual mapping. He has been affiliated with **Imperial College London** and has also worked"
332,oa_author_luca_pezz,Luca Pezzè,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.85,0.85,0.85,0.75,0.9,0.825,"Luca Pezzè is a prominent researcher at the National Institute of Optics of the National Research Council (CNR-INO) and the European Laboratory for Non-Linear Spectroscopy (LENS) in Arcetri, Florence. He is a leading figure in quantum metrology, specializing in the use of many-body entanglement and "
333,oa_author_naveed_akhtar,Naveed Akhtar,long_tail_researcher_openalex,qwen3-8b-think,qwen3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unknown. While Naveed Akhtar is mentioned as an academic researcher at The University of Western Australia with expertise in adversarial robustness in machine learning, and the citation and h-index figures provided, there is no widely recognized or publicly documented profile matching this exact des"
334,oa_author_hugh_chen,Hugh Chen,long_tail_researcher_openalex,phi-4,phi,0,0.0,0.0,0.0,0.1,0.7,0.39999999999999997,0.0,0.0,0.0,"As of my last update, I do not have specific information about an academic researcher named Hugh Chen at the University of Washington, particularly in the field of Explainable Artificial Intelligence (XAI). However, I can share that XAI is a growing field focusing on making AI models more understand"
335,oa_author_mark_assink,Mark Assink,long_tail_researcher_openalex,phi-4,phi,0,0.0,0.0,0.0,0.3,0.7,0.5,0.0,0.0,0.0,"As of my last update, I don't have specific information about a researcher named Mark Assink with the details provided—namely, an academic researcher in Mental Health Research Topics at the University of Amsterdam with around 5923 total citations and an h-index of 30. The h-index suggests a signific"
336,oa_author_wenhui_wu,Wenhui Wu,long_tail_researcher_openalex,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"After conducting a search, I was unable to find any information on a researcher named Wenhui Wu with the given credentials. The h-index of 17 is also not a standard metric used to evaluate research productivity, as it is more commonly used to measure the productivity of a researcher's publications. "
337,oa_author_n_h__batjes,N.H. Batjes,long_tail_researcher_openalex,qwen3-32b-think,qwen3,0,1.0,1.0,1.0,0.85,0.7,0.7749999999999999,0.7,0.75,0.725,"Nico H. Batjes is a renowned soil scientist and academic researcher at **ISRIC - World Soil Information**, specializing in **Soil Geostatistics and Mapping** (referred to as ""Global Soil Information"" at ISRIC). With approx. 26,502 total citations and an h-index of 54, he has made significant contrib"
338,oa_author_xun_huang,Xun Huang,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.85,0.7,0.7749999999999999,0.7,0.85,0.7749999999999999,"Xun Huang is a prominent researcher in computer vision and deep learning, specifically recognized for his influential work in Generative Adversarial Networks (GANs) and image synthesis. He earned his Ph.D. from Cornell University, where he was advised by Serge Belongie.   Huang is best known for pio"
339,oa_author_liang_yu,Liang Yu,long_tail_researcher_openalex,ministral-3b,mistral,0,0.7,1.0,0.7,0.7,0.7,0.7,0.7,0.75,0.725,"Liang Yu is a prominent academic researcher in **ammonia synthesis and nitrogen reduction**, affiliated with Virginia Tech. His work focuses on **green ammonia production**, leveraging electrochemical and catalytic methods to reduce energy consumption and environmental impact. With **~20,450 citatio"
340,oa_author_luke_zappia,Luke Zappia,long_tail_researcher_openalex,glm-5.1-think,glm,0,1.0,1.0,1.0,0.7,0.85,0.7749999999999999,0.7,0.9,0.8,"Luke Zappia is a prominent bioinformatician and academic researcher affiliated with The University of Melbourne and the Walter and Eliza Hall Institute (WEHI). His research centers on single-cell genomics, gene expression analysis, and cancer classification. With approximately 10,711 total citations"
341,oa_author_wim_vanhaverbeke,Wim Vanhaverbeke,long_tail_researcher_openalex,minimax-m2.7-think,minimax,0,0.8,1.0,0.8,0.7,0.7,0.7,0.78,0.65,0.7150000000000001,"Wim Vanhaverbeke is a professor of Information Systems at Hasselt University in Belgium. His research centers on Open‑Source Software (OSS) innovation, examining how firms and communities create, adopt, and commercialize open‑source artefacts. He investigates topics such as open‑source licensing, go"
342,oa_author_xiaojun_zeng,Xiao‐Jun Zeng,long_tail_researcher_openalex,llama-3.3-70b,llama,0,0.7,1.0,0.7,0.7,1.0,0.85,0.75,0.95,0.85,"Xiao-Jun Zeng is a recognized academic researcher in the fields of Complex Systems and Time Series Analysis at the University of Manchester. With a significant number of citations (approximately 13,879) and an h-index of 43, he demonstrates a substantial impact in his research areas. The h-index is "
343,oa_author_deb_roy,Deb Roy,long_tail_researcher_openalex,glm-5.1-think,glm,0,0.8,0.7,0.5599999999999999,0.7,0.7,0.7,0.7,0.75,0.725,"Deb Roy is a prominent academic and the Professor of Media Arts and Sciences at the MIT Media Lab, where he directs the Center for Constructive Communication (CSC). His research centers on computational social science, applying machine learning and AI to analyze media ecosystems, civic discourse, an"
344,oa_author_timnit_gebru,Timnit Gebru,long_tail_researcher_openalex,kimi-k2.6-think,kimi,0,0.2,0.4,0.08000000000000002,0.3,0.7,0.5,0.1,0.75,0.425, Timnit Gebru is a highly influential Ethiopian-American computer scientist and AI ethics researcher. She is the founder of the Distributed AI Research Institute (DAIR) and previously co-led Google’s Ethical AI team. Her most widely known research exposed significant racial and gender biases in comm
345,oa_author_florian_eyben,Florian Eyben,long_tail_researcher_openalex,qwen3.5-397b-a17b-think,qwen3.5,0,0.8,1.0,0.8,0.3,0.4,0.35,0.35,0.65,0.5,"Florian Eyben is a renowned researcher in affective computing, speech processing, and machine learning. He is best known for creating openSMILE, a widely used open-source tool for audio feature extraction. Although your prompt mentions FORS, Eyben's primary affiliations are historically associated w"
346,oa_author_xinchen_yan,Xinchen Yan,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.7,0.7,0.7,0.75,0.85,0.8,"Xinchen Yan is a prominent researcher in computer vision and deep learning, particularly recognized for his contributions to Generative Adversarial Networks (GANs) and image synthesis. He earned his Ph.D. from the University of Michigan, where he was advised by Professor Honglak Lee. His research fo"
347,oa_author_norimichi_ukita,Norimichi Ukita,long_tail_researcher_openalex,kimi-k2.6-think,kimi,0,0.5,1.0,0.5,0.4,0.7,0.55,0.45,0.9,0.675," Norimichi Ukita is a professor at Toyota Technological Institute in Nagoya, Japan, specializing in computer vision and advanced image processing. His research focuses on intelligent video surveillance, human action recognition, person re-identification, visual tracking, and gesture analysis. He has"
348,oa_author_franois_lvesque,François Lévesque,long_tail_researcher_openalex,glm-5.1-think,glm,0,0.8,1.0,0.8,0.85,0.85,0.85,0.78,0.9,0.8400000000000001,"François Lévesque is a prominent academic researcher at the Max Planck Institute of Colloids and Interfaces (MPICI) in Potsdam, Germany, where he works within the Department of Biomolecular Systems. His research centers on innovative microfluidic and catalytic techniques, specifically focusing on co"
349,oa_author_imane_jebli,Imane Jebli,long_tail_researcher_openalex,gemma-3-4b,gemma3,0,0.8,1.0,0.8,0.85,0.85,0.85,0.7,0.8,0.75,"Okay, here's what I know about Imane Jebli:  Imane Jebli is a researcher specializing in solar radiation and photovoltaics at Mohammed V University in Rabat, Morocco. She primarily focuses on the *optical properties of photovoltaic materials*, specifically investigating how they interact with sunlig"
350,oa_author_thiago_augusto_vieira,Thiago Augusto Vieira,long_tail_researcher_openalex,gemma-3-4b,gemma3,0,0.8,1.0,0.8,0.7,0.4,0.55,0.65,0.55,0.6000000000000001,Thiago Augusto Vieira is a prominent academic researcher specializing in Blockchain Technology Applications and Security at the Massachusetts Institute of Technology (MIT). He’s a Research Scientist in the Computer Science and Artificial Intelligence Laboratory (CSAIL) there.  Vieira’s research focu
351,oa_author_alexander_klser,Alexander Kläser,long_tail_researcher_openalex,gemma-4-31b,gemma4,0,0.8,1.0,0.8,0.7,0.85,0.7749999999999999,0.75,0.95,0.85,"Alexander Kläser is an academic researcher specializing in computer vision, specifically focusing on Human Pose Estimation and Action Recognition. He is affiliated with the Institut national de recherche en informatique et en automatique (INRIA).   His research typically involves developing algorith"
352,oa_author_peter_anderson,Peter Anderson,long_tail_researcher_openalex,ministral-3b,mistral,0,0.7,1.0,0.7,0.5,0.7,0.6,0.65,0.85,0.75,"Peter Anderson is an academic researcher at **Australian National University (ANU)**, specializing in **multimodal machine learning applications**. His work likely focuses on integrating multiple data modalities (e.g., text, images, audio) for advanced AI systems.  With **~10,930 citations** and an "
353,oa_author_alexander_klser,Alexander Kläser,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.85,0.9,0.875,0.85,0.95,0.8999999999999999,"Alexander Kläser is a researcher recognized for his contributions to computer vision, particularly in human action recognition. During his time at INRIA (Institut national de recherche en informatique et en automatique), specifically within the LEAR team, he focused on developing robust spatio-tempo"
354,oa_author_matthew_tancik,Matthew Tancik,long_tail_researcher_openalex,ministral-3b,mistral,0,0.8,0.7,0.5599999999999999,0.4,0.4,0.4,0.5,0.3,0.4,"It appears there may be a misunderstanding—**Matthew Tancik** is not a researcher at Berkeley College. Instead, he is a prominent **academic and industry leader in computer graphics**, best known for his work at **Google Research** (where he led the **Google Research Visualization Team**) and his co"
355,oa_author_jalel_benothman,Jalel Ben‐Othman,long_tail_researcher_openalex,grok-4,grok,0,0.9,1.0,0.9,0.85,0.95,0.8999999999999999,0.75,0.9,0.825,"Jalel Ben-Othman is a prominent French academic and researcher in computer science, specializing in wireless and mobile networks, particularly Vehicular Ad Hoc Networks (VANETs). He serves as a professor at Université Sorbonne Paris Nord (formerly University of Paris 13), where he is affiliated with"
356,oa_author_paul_albert,Paul Albert,long_tail_researcher_openalex,deepseek-v3.2-think,deepseek,0,0.8,1.0,0.8,0.85,0.85,0.85,0.75,0.9,0.825,"Paul Albert is a recognized researcher at Dublin City University (DCU), affiliated with the School of Computing and the Insight SFI Research Centre for Data Analytics. His primary research focuses lie in **Domain Adaptation** and **Few-Shot Learning**, which are crucial subfields of machine learning"
357,oa_author_kai_zhang,Kai Zhang,long_tail_researcher_openalex,qwen3-32b-think,qwen3,0,0.8,1.0,0.8,0.7,0.7,0.7,0.7,0.75,0.725,"Kai Zhang is a distinguished academic researcher at Hong Kong Polytechnic University, specializing in image and signal denoising methods. With a h-index of 49 and over 27,000 total citations, his work focuses on computational imaging, machine learning, and signal processing. He has pioneered advance"
358,oa_author_woo_jin_han,Woo-Jin Han,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,0.8,1.0,0.8,0.7,0.7,0.7,0.78,0.85,0.815,"Woo-Jin Han is a distinguished researcher and professor at Gachon University, specializing in video coding and compression technologies. He is most notably recognized for his pivotal contributions to the development of the High Efficiency Video Coding (HEVC/H.265) standard.  Before his academic tenu"
359,oa_author_vadim_smelyanskiy,Vadim Smelyanskiy,long_tail_researcher_openalex,deepseek-v4-flash-think,deepseek,0,0.7,1.0,0.7,0.7,0.7,0.7,0.7,0.65,0.675,"Vadim Smelyanskiy is a prominent research scientist at Google Quantum AI, focusing on quantum computing algorithms and architecture. He has made significant contributions to variational quantum algorithms, quantum error mitigation, and near-term quantum devices. With an h-index of 48 and over 12,000"
360,oa_author_wenhui_wu,Wenhui Wu,long_tail_researcher_openalex,ernie-4.5-300b-a47b,ernie,0,0.8,1.0,0.8,0.7,1.0,0.85,0.72,0.86,0.79,"Wenhui Wu is an academic researcher affiliated with Shenzhen University, specializing in **Image Enhancement Techniques**, a field focused on improving image quality through algorithms addressing issues like noise, resolution, and lighting. With approximately **1,584 total citations** and an **h-ind"
361,oa_author_peter_anderson,Peter Anderson,long_tail_researcher_openalex,deepseek-v4-flash-think,deepseek,0,1.0,1.0,1.0,0.85,0.9,0.875,0.82,0.95,0.885,"Peter Anderson is a prominent researcher in multimodal machine learning, currently affiliated with the Australian National University (ANU). His work focuses on vision-language tasks, including image captioning, visual question answering (VQA), and embodied AI. He is best known for introducing the """
362,oa_author_slaven_marusic,Slaven Marusic,long_tail_researcher_openalex,gemini-2.5-pro-think,gemini,0,0.7,0.4,0.27999999999999997,0.6,0.5,0.55,0.45,0.4,0.42500000000000004,"Dr. Slaven Marusic is a recognized academic researcher at the University of Melbourne, where he is an Honorary Principal Fellow in the Department of Electrical and Electronic Engineering. His expertise is centered on wireless sensor networks, statistical signal processing, and wireless communication"
363,oa_author_tareq_abed_mohammed,Tareq Abed Mohammed,long_tail_researcher_openalex,deepseek-v4-flash-think,deepseek,0,0.9,1.0,0.9,0.7,0.7,0.7,0.78,0.82,0.8,"Tareq Abed Mohammed is a Turkish-based academic researcher affiliated with Altınbaş University, specializing in advanced neural network applications. His work focuses on deep learning, medical image analysis, and artificial intelligence in healthcare, with notable contributions to COVID-19 detection"
364,oa_author_alex_kendall,Alex Kendall,long_tail_researcher_openalex,glm-4-32b,glm,0,0.8,1.0,0.8,0.6,0.7,0.6499999999999999,0.7,0.8,0.75,"Alex Kendall is an academic researcher specializing in Advanced Vision and Imaging, known for his significant contributions to computer vision and machine learning. With approximately 14,130 total citations and an h-index of 26, his work has had a notable impact on the field. Kendall has been associ"
365,oa_author_ulrich_gnewuch,Ulrich Gnewuch,long_tail_researcher_openalex,deepseek-v4-pro-think,deepseek,0,0.9,1.0,0.9,0.7,0.7,0.7,0.78,0.9,0.8400000000000001,"Ulrich Gnewuch is a postdoctoral researcher at the Karlsruhe Institute of Technology (KIT), affiliated with the Human-Centered Systems Lab and the AI for Service Interactions research group. His work focuses at the intersection of information systems, human-computer interaction, and service manageme"
366,oa_author_joey_j__lee,Joey J. Lee,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,1.0,1.0,1.0,0.85,0.7,0.7749999999999999,0.78,0.88,0.8300000000000001,"Joey J. Lee is a prominent academic researcher and educator based at Teachers College, Columbia University, where he serves as a Lecturer and Director of the Transformative Games Lab. His research focuses on the intersection of game design, psychology, and learning, specifically within the realms of"
367,oa_author_ludwik_kuniarz,Ludwik Kuźniarz,long_tail_researcher_openalex,gpt-oss-20b-think,gpt-oss,0,0.8,1.0,0.8,0.85,0.85,0.85,0.7,0.75,0.725,"Ludwik Kuźniarz is a senior lecturer and research fellow in the Software Engineering Research group at Blekinge Institute of Technology (BTH), Sweden.  He earned his PhD in computer science and has spent most of his career investigating empirical software engineering, software architecture, and soft"
368,oa_author_jutho_haegeman,Jutho Haegeman,long_tail_researcher_openalex,ministral-3b,mistral,0,0.8,1.0,0.8,0.7,0.7,0.7,0.7,0.75,0.725,"Jutho Haegeman is a prominent academic researcher in **quantum many-body systems** at **Ghent University**, specializing in quantum simulations, topological phases, and condensed matter physics. With **~5,865 citations** and an **h-index of 41**, he is recognized for contributions to theoretical mod"
369,oa_author_zhikui_chen,Zhikui Chen,long_tail_researcher_openalex,gemini-3-flash-think,gemini,0,0.8,1.0,0.8,0.7,0.7,0.7,0.75,0.75,0.75,"Zhikui Chen is a prominent professor at the School of Software Technology, Dalian University of Technology (DUT), where he serves as the Director of the Big Data Research Institute. His primary research expertise lies in big data analytics, cloud computing, and machine learning, with a specialized f"
370,oa_author_xingrui_yu,Xingrui Yu,long_tail_researcher_openalex,llama-3.2-1b,llama,0,0.0,0.0,0.0,0.1,0.4,0.25,0.0,0.0,0.0,"After conducting a search, I was unable to find any information on an academic researcher named Xingrui Yu with the given details. It is possible that Xingrui Yu is a private individual or a researcher who is not widely recognized in the academic community. Alternatively, the name may be misspelled "
